LAT,LON,P,T
24.22304609,76.07715431,151.0130539,-61.46928597
24.22304609,78.60220441,153.4551849,-61.44776535
24.22304609,77.33967936,149.2093582,-61.37876511
24.22304609,76.49799599,139.9124451,-61.36088753
24.22304609,76.91883768,145.1757584,-61.35748482
24.22304609,79.02304609,156.7780685,-61.35374641
24.22304609,77.76052104,149.8636703,-61.33329201
24.22304609,79.44388778,157.9338226,-61.25182533
24.22304609,79.86472946,158.7398987,-61.22067642
24.22304609,78.18136273,151.230423,-61.16963387
24.22304609,80.28557114,160.854805,-60.91281319
24.22304609,80.70641283,161.0677719,-60.85865021
24.22304609,81.12725451,162.9145813,-60.62688828
24.22304609,81.54809619,164.95784,-60.45433998
24.22304609,82.81062124,163.4033051,-60.3144207
24.22304609,82.38977956,163.3134384,-60.30318451
24.22304609,81.96893788,164.7338257,-60.22079468
24.58376754,62.18937876,49.38352585,-67.44880295
24.58376754,64.29358717,46.37066078,-67.17320251
24.58376754,62.61022044,50.28374672,-67.03646851
24.58376754,63.87274549,46.73244095,-66.77140427
24.58376754,63.03106212,49.74471283,-66.7338829
24.58376754,63.45190381,47.99255562,-66.58991623
24.58376754,64.71442886,42.02705383,-66.52793121
24.58376754,65.13527054,40.1273613,-66.32259369
24.58376754,65.55611222,44.77418327,-66.01395035
24.58376754,66.39779559,55.70916176,-65.73825073
24.58376754,67.66032064,62.96158409,-65.68372726
24.58376754,67.23947896,61.48981857,-65.55708313
24.58376754,68.50200401,73.87930679,-65.36810303
24.58376754,68.08116232,66.72309875,-65.30281448
24.58376754,66.81863727,58.71207047,-65.28225327
24.58376754,68.92284569,80.64826965,-65.25076675
24.58376754,65.97695391,49.85092735,-65.11959457
24.58376754,69.76452906,88.70510483,-64.92034149
24.58376754,69.34368737,85.29157257,-64.82518005
24.58376754,70.60621242,103.6140366,-64.45532608
24.58376754,70.18537074,96.04808044,-64.45343781
24.58376754,71.02705411,108.0760498,-64.18682098
24.58376754,71.44789579,110.5816841,-63.95170593
24.58376754,71.86873747,113.9276695,-63.77210999
24.58376754,72.28957916,117.8080063,-63.47169495
24.58376754,73.13126253,123.26474,-63.37416649
24.58376754,72.71042084,120.6177673,-63.30245781
24.58376754,73.55210421,127.6608124,-63.18164444
24.58376754,73.97294589,130.3568878,-63.11584473
24.58376754,74.39378758,137.0355988,-62.96722984
24.58376754,74.81462926,137.9942169,-62.63657379
24.58376754,75.23547094,151.4586868,-62.15883827
24.58376754,75.65631263,166.9708557,-61.96450233
24.58376754,79.86472946,161.1368027,-61.71697998
24.58376754,76.07715431,162.3019562,-61.41855812
24.58376754,79.44388778,158.5202637,-61.40746498
24.58376754,80.28557114,162.8855133,-61.37937927
24.58376754,76.91883768,147.2896347,-61.3669529
24.58376754,77.33967936,153.7208862,-61.35472488
24.58376754,76.49799599,142.5444183,-61.3455658
24.58376754,78.18136273,152.5339355,-61.29932022
24.58376754,78.60220441,154.6240082,-61.27317429
24.58376754,79.02304609,157.1440964,-61.25904655
24.58376754,80.70641283,163.4455414,-61.10132408
24.58376754,77.76052104,151.6501999,-60.97834969
24.58376754,81.54809619,166.9464188,-60.92214966
24.58376754,81.12725451,165.5339813,-60.81921196
24.58376754,81.96893788,166.2488556,-60.51843262
24.58376754,82.81062124,164.6293106,-60.47486496
24.58376754,82.38977956,165.8962479,-60.2168541
24.94448898,62.18937876,47.76011658,-67.27930832
24.94448898,64.29358717,44.58774185,-67.13558578
24.94448898,62.61022044,47.14349937,-66.98623657
24.94448898,63.87274549,44.88921356,-66.90470123
24.94448898,63.03106212,48.96518517,-66.8440094
24.94448898,63.45190381,47.71183586,-66.71350098
24.94448898,64.71442886,42.57647896,-66.48261642
24.94448898,65.13527054,43.53938103,-66.32678604
24.94448898,67.23947896,62.22403908,-66.0512619
24.94448898,68.50200401,74.39552689,-66.01447296
24.94448898,67.66032064,64.3565979,-66.00496674
24.94448898,65.55611222,47.20221138,-65.98548126
24.94448898,68.08116232,66.48599243,-65.92074966
24.94448898,66.39779559,54.06509781,-65.87921524
24.94448898,68.92284569,83.45448303,-65.7480545
24.94448898,65.97695391,50.11363029,-65.63299942
24.94448898,69.34368737,87.95941162,-65.43925858
24.94448898,66.81863727,58.97385788,-65.40566254
24.94448898,69.76452906,91.58166885,-64.97409821
24.94448898,70.18537074,94.73319626,-64.94226074
24.94448898,70.60621242,101.1018906,-64.7924614
24.94448898,71.02705411,107.6967812,-64.77856064
24.94448898,71.44789579,110.00634,-64.52924347
24.94448898,71.86873747,113.9029236,-64.50436401
24.94448898,72.28957916,118.0583725,-63.91287231
24.94448898,73.13126253,123.4001083,-63.80140114
24.94448898,72.71042084,121.4616928,-63.66914368
24.94448898,73.55210421,126.5050583,-63.6283474
24.94448898,73.97294589,129.6214294,-63.35416794
24.94448898,74.39378758,135.7730942,-63.21020889
24.94448898,74.81462926,140.4645844,-62.98473167
24.94448898,75.23547094,144.2503433,-62.65110779
24.94448898,75.65631263,158.2246857,-62.52939796
24.94448898,76.07715431,156.4793015,-62.33419991
24.94448898,76.49799599,148.2350845,-62.20648003
24.94448898,80.28557114,162.8066711,-61.7654171
24.94448898,80.70641283,163.7586517,-61.75251198
24.94448898,79.86472946,160.717804,-61.68390274
24.94448898,76.91883768,148.5856018,-61.68348503
24.94448898,79.44388778,158.2084198,-61.57042313
24.94448898,77.33967936,160.0135803,-61.39269829
24.94448898,81.12725451,165.782074,-61.32651138
24.94448898,79.02304609,155.7934418,-61.21626472
24.94448898,78.60220441,152.7269897,-61.18274498
24.94448898,77.76052104,156.912735,-61.13044739
24.94448898,78.18136273,152.5980606,-61.0796814
24.94448898,81.54809619,167.1193542,-60.93431664
24.94448898,81.96893788,168.079628,-60.8627243
24.94448898,82.81062124,166.4679413,-60.54872322
24.94448898,82.38977956,168.0260162,-60.47153091
25.30521042,62.18937876,45.80823326,-67.33152771
25.30521042,63.03106212,46.68538094,-67.02838898
25.30521042,62.61022044,46.43881798,-67.02614212
25.30521042,63.87274549,42.76004219,-67.00032043
25.30521042,64.29358717,43.93772507,-66.9841156
25.30521042,63.45190381,47.42378616,-66.96897507
25.30521042,65.55611222,48.03052521,-66.8041687
25.30521042,64.71442886,47.16117859,-66.74009705
25.30521042,67.23947896,57.33193779,-66.57891464
25.30521042,67.66032064,60.72318077,-66.44860077
25.30521042,68.08116232,66.44735718,-66.02418518
25.30521042,65.13527054,45.79695511,-65.9466362
25.30521042,66.81863727,57.44366837,-65.75672531
25.30521042,69.34368737,86.42001724,-65.698246
25.30521042,68.50200401,73.48322296,-65.56110001
25.30521042,65.97695391,51.44375992,-65.53283691
25.30521042,68.92284569,81.61942673,-65.42021179
25.30521042,66.39779559,52.6806488,-65.35248566
25.30521042,69.76452906,90.85741806,-65.02238464
25.30521042,70.60621242,97.71715927,-64.94116974
25.30521042,70.18537074,93.19588852,-64.92492676
25.30521042,71.02705411,105.0577927,-64.70200729
25.30521042,71.44789579,108.3944855,-64.30289841
25.30521042,71.86873747,112.2648888,-64.21925354
25.30521042,73.97294589,128.2025299,-64.08559418
25.30521042,73.55210421,125.3255882,-64.07841492
25.30521042,72.28957916,116.9723854,-64.0505867
25.30521042,73.13126253,121.9440346,-64.0161705
25.30521042,72.71042084,119.65308,-63.94664955
25.30521042,74.39378758,133.4850006,-63.8744812
25.30521042,74.81462926,138.9388123,-63.47515678
25.30521042,75.23547094,143.8133774,-63.26031113
25.30521042,75.65631263,149.2304764,-63.06643677
25.30521042,76.07715431,162.5637741,-62.86730385
25.30521042,76.49799599,161.5582352,-62.59053802
25.30521042,76.91883768,152.5431595,-62.2599411
25.30521042,77.33967936,159.4765778,-62.19978523
25.30521042,80.28557114,164.2272415,-61.89762115
25.30521042,77.76052104,158.4667282,-61.89654922
25.30521042,80.70641283,167.0308533,-61.88315964
25.30521042,81.12725451,170.1958923,-61.83277321
25.30521042,79.86472946,161.2561951,-61.55480766
25.30521042,79.44388778,158.5178604,-61.45009613
25.30521042,79.02304609,154.9959717,-61.43679428
25.30521042,78.18136273,155.1464767,-61.38226891
25.30521042,78.60220441,154.757019,-61.23457718
25.30521042,81.54809619,172.3805466,-61.22601891
25.30521042,81.96893788,172.5898819,-60.91122818
25.30521042,82.38977956,169.886116,-60.79745483
25.30521042,82.81062124,168.3791885,-60.71127892
25.66593186,62.18937876,46.21469116,-67.2695694
25.66593186,63.45190381,47.61412239,-67.17448807
25.66593186,62.61022044,47.05292702,-67.09111404
25.66593186,64.29358717,37.28697586,-67.04906082
25.66593186,63.03106212,49.22117996,-67.01811218
25.66593186,64.71442886,45.36004448,-66.86501312
25.66593186,63.87274549,37.66941834,-66.63385773
25.66593186,67.23947896,54.12071037,-66.55332947
25.66593186,65.55611222,46.68529129,-66.43152618
25.66593186,65.13527054,46.36808968,-66.30442429
25.66593186,66.81863727,50.47821617,-66.2675972
25.66593186,67.66032064,59.71385384,-66.21749115
25.66593186,65.97695391,49.87532043,-66.10449982
25.66593186,68.08116232,66.18853378,-65.89539719
25.66593186,68.50200401,72.83677673,-65.71049118
25.66593186,66.39779559,49.99855804,-65.44960785
25.66593186,68.92284569,79.22638702,-64.83817673
25.66593186,69.34368737,83.78390503,-64.83279419
25.66593186,69.76452906,87.88119507,-64.82469177
25.66593186,70.18537074,91.33387756,-64.68054581
25.66593186,71.44789579,104.1065369,-64.61092758
25.66593186,71.02705411,99.85254669,-64.60562515
25.66593186,70.60621242,94.26721573,-64.56756973
25.66593186,71.86873747,108.6436005,-64.54845428
25.66593186,72.28957916,112.6390305,-64.29008102
25.66593186,73.13126253,119.8404732,-64.14996719
25.66593186,73.55210421,122.8448067,-64.08067322
25.66593186,73.97294589,126.0174789,-64.06465912
25.66593186,72.71042084,116.5067139,-64.02410507
25.66593186,74.39378758,130.6041641,-63.79006004
25.66593186,74.81462926,135.9346619,-63.57194519
25.66593186,75.23547094,141.065506,-63.39742279
25.66593186,75.65631263,146.262146,-63.31323814
25.66593186,76.07715431,150.8018188,-63.20994377
25.66593186,76.49799599,169.7646942,-62.79164314
25.66593186,76.91883768,168.0254745,-62.53802681
25.66593186,77.33967936,162.5059738,-62.43515015
25.66593186,77.76052104,161.6361694,-62.29341698
25.66593186,81.12725451,170.0343781,-62.13496017
25.66593186,78.18136273,158.308342,-62.02331352
25.66593186,81.54809619,173.346756,-61.95190048
25.66593186,80.70641283,168.3089752,-61.91855431
25.66593186,80.28557114,164.2977753,-61.75444603
25.66593186,79.02304609,156.6987915,-61.62322998
25.66593186,79.44388778,158.3095474,-61.57403374
25.66593186,79.86472946,160.5874481,-61.53957748
25.66593186,78.60220441,157.7197266,-61.50457001
25.66593186,81.96893788,173.7034225,-61.1942234
25.66593186,82.81062124,169.7175369,-60.94820404
25.66593186,82.38977956,170.745163,-60.85341072
26.02665331,62.61022044,45.49487495,-67.41550064
26.02665331,62.18937876,47.18811607,-67.41482925
26.02665331,64.71442886,40.42516136,-67.21580124
26.02665331,63.03106212,47.5723896,-67.20326233
26.02665331,65.13527054,44.59148026,-66.98945618
26.02665331,63.45190381,44.08721161,-66.97014999
26.02665331,64.29358717,34.14727783,-66.77532196
26.02665331,66.81863727,49.09509468,-66.44341278
26.02665331,66.39779559,48.08761024,-66.2884903
26.02665331,65.55611222,45.42481232,-66.27870178
26.02665331,65.97695391,47.42087555,-66.12517166
26.02665331,63.87274549,37.32101822,-66.00078964
26.02665331,67.23947896,51.7091732,-65.91223907
26.02665331,67.66032064,59.12417793,-65.59196854
26.02665331,68.08116232,65.95507813,-65.27088165
26.02665331,71.44789579,96.23052979,-65.17962646
26.02665331,71.02705411,93.40777969,-65.07608032
26.02665331,70.18537074,87.52804947,-65.0335083
26.02665331,70.60621242,90.14526749,-65.02256775
26.02665331,71.86873747,100.0329361,-64.96980286
26.02665331,68.50200401,72.30382919,-64.94823456
26.02665331,69.76452906,85.06721115,-64.91786575
26.02665331,68.92284569,77.1130867,-64.85630417
26.02665331,69.34368737,81.45151138,-64.83159637
26.02665331,72.28957916,105.8449783,-64.74393845
26.02665331,72.71042084,109.6021423,-64.52030563
26.02665331,73.13126253,115.2665825,-64.15625
26.02665331,73.55210421,119.4447975,-63.90317917
26.02665331,73.97294589,122.9054718,-63.69262123
26.02665331,74.39378758,128.5964508,-63.47119141
26.02665331,74.81462926,134.0115891,-63.29165268
26.02665331,75.23547094,139.0594635,-63.28063583
26.02665331,75.65631263,144.5545502,-63.195467
26.02665331,76.07715431,149.7455292,-63.12215996
26.02665331,76.49799599,155.9904633,-62.6939888
26.02665331,77.33967936,168.7630844,-62.47916222
26.02665331,77.76052104,168.9766617,-62.39516449
26.02665331,76.91883768,171.4252701,-62.31097031
26.02665331,81.54809619,174.1863861,-62.22003555
26.02665331,78.18136273,164.3861923,-62.17083168
26.02665331,78.60220441,160.1268692,-62.04149437
26.02665331,81.12725451,170.9276047,-61.99143219
26.02665331,81.96893788,175.4515686,-61.95562553
26.02665331,79.02304609,158.1672287,-61.94468308
26.02665331,80.28557114,164.9429092,-61.88230705
26.02665331,80.70641283,169.0094757,-61.87327003
26.02665331,79.86472946,162.624855,-61.78790665
26.02665331,79.44388778,160.7398224,-61.71514893
26.02665331,82.38977956,174.6424713,-61.41470909
26.02665331,82.81062124,170.908287,-61.02868843
26.38737475,62.18937876,47.61859703,-67.40045547
26.38737475,62.61022044,44.54259682,-67.38492584
26.38737475,64.29358717,42.26845551,-67.36183929
26.38737475,63.87274549,40.80056572,-67.00906754
26.38737475,63.03106212,43.99053764,-66.9792099
26.38737475,64.71442886,41.34889603,-66.96978378
26.38737475,63.45190381,43.8864727,-66.95198059
26.38737475,65.13527054,45.23562622,-66.94314194
26.38737475,66.81863727,49.26285553,-66.48857117
26.38737475,65.97695391,48.2468605,-66.48344803
26.38737475,65.55611222,46.83379173,-66.45077515
26.38737475,66.39779559,45.95705223,-66.36373138
26.38737475,67.23947896,53.77422524,-66.28834152
26.38737475,67.66032064,58.75159264,-65.69512939
26.38737475,71.44789579,87.91199112,-65.22341919
26.38737475,71.02705411,86.10141754,-65.17623138
26.38737475,68.92284569,73.83614349,-65.15167618
26.38737475,69.34368737,76.83323669,-65.08554077
26.38737475,68.50200401,70.90181732,-65.05437088
26.38737475,71.86873747,91.86846161,-65.05113983
26.38737475,68.08116232,65.17992401,-64.95129395
26.38737475,69.76452906,78.05900955,-64.93204117
26.38737475,72.28957916,97.68973923,-64.80881119
26.38737475,70.60621242,83.33634949,-64.7834549
26.38737475,70.18537074,80.22956848,-64.74544525
26.38737475,72.71042084,102.0727501,-64.60653687
26.38737475,73.13126253,107.4614868,-64.5652504
26.38737475,73.55210421,112.0350456,-64.34693909
26.38737475,73.97294589,116.9373093,-64.05868149
26.38737475,74.39378758,124.8141136,-63.89880753
26.38737475,74.81462926,130.673645,-63.43811035
26.38737475,75.23547094,136.4971085,-62.90382767
26.38737475,76.49799599,154.1525955,-62.63764191
26.38737475,75.65631263,141.8392868,-62.58697319
26.38737475,76.07715431,146.4590378,-62.53719902
26.38737475,76.91883768,169.5453415,-62.45711708
26.38737475,77.76052104,168.3610764,-62.3812561
26.38737475,77.33967936,167.3312302,-62.29636574
26.38737475,78.18136273,168.9952774,-62.27167702
26.38737475,79.02304609,159.8134537,-62.27054596
26.38737475,80.70641283,171.4529495,-62.19686127
26.38737475,81.96893788,176.9263611,-62.1771698
26.38737475,79.44388778,162.5314636,-62.16791725
26.38737475,78.60220441,163.9741135,-62.15743828
26.38737475,82.38977956,177.8293686,-62.12684631
26.38737475,81.12725451,173.1311035,-62.03446579
26.38737475,80.28557114,168.3925629,-61.99952698
26.38737475,81.54809619,174.9260254,-61.98001099
26.38737475,79.86472946,165.4692764,-61.81250572
26.38737475,82.81062124,176.3336411,-61.45140076
26.74809619,64.29358717,35.86614609,-67.60246658
26.74809619,63.87274549,39.602108,-67.53892136
26.74809619,62.61022044,44.5246582,-67.28548431
26.74809619,63.03106212,37.6564312,-67.27899933
26.74809619,62.18937876,48.15841675,-67.27250671
26.74809619,63.45190381,40.90528488,-67.10155487
26.74809619,65.13527054,44.56203651,-67.04256821
26.74809619,64.71442886,42.47843933,-66.94018555
26.74809619,65.55611222,46.76454353,-66.69906616
26.74809619,65.97695391,47.76950836,-66.37909698
26.74809619,66.81863727,49.03524208,-66.14766312
26.74809619,66.39779559,46.2849617,-66.07497787
26.74809619,67.23947896,52.60330391,-65.92764664
26.74809619,67.66032064,60.87778091,-65.51314545
26.74809619,68.92284569,69.07906342,-65.3218956
26.74809619,71.44789579,78.83101273,-65.29919052
26.74809619,68.50200401,66.95021057,-65.23460007
26.74809619,72.28957916,87.89374161,-65.19552612
26.74809619,71.86873747,82.50204086,-65.13621521
26.74809619,72.71042084,92.70954132,-65.10728455
26.74809619,71.02705411,77.0664444,-65.09340668
26.74809619,68.08116232,65.46818542,-65.07963181
26.74809619,69.34368737,70.44589996,-65.06137085
26.74809619,70.18537074,73.77632904,-64.99560547
26.74809619,70.60621242,75.55878067,-64.97885132
26.74809619,73.13126253,98.28788376,-64.97195435
26.74809619,69.76452906,71.4781723,-64.90197372
26.74809619,73.55210421,105.5248184,-64.88391495
26.74809619,73.97294589,112.1152878,-64.52138138
26.74809619,74.39378758,119.4602432,-64.38748932
26.74809619,74.81462926,126.3486023,-64.03843689
26.74809619,75.23547094,132.3904037,-63.53620148
26.74809619,75.65631263,139.5092697,-63.48682976
26.74809619,76.07715431,144.7938309,-63.42721558
26.74809619,76.91883768,161.0641632,-62.70213318
26.74809619,76.49799599,151.4314423,-62.65557671
26.74809619,77.33967936,170.3964691,-62.63665581
26.74809619,77.76052104,170.0291367,-62.37382317
26.74809619,82.38977956,176.9902496,-62.24364281
26.74809619,79.02304609,169.2885361,-62.22396278
26.74809619,79.86472946,168.3820496,-62.21409988
26.74809619,80.70641283,174.1455078,-62.20927429
26.74809619,79.44388778,163.2541885,-62.14551735
26.74809619,78.60220441,175.2892075,-62.12626266
26.74809619,81.12725451,174.7786636,-62.05932426
26.74809619,78.18136273,170.325325,-62.0586319
26.74809619,82.81062124,179.4915924,-62.02584076
26.74809619,80.28557114,172.1110306,-61.90699005
26.74809619,81.96893788,178.2050552,-61.7984581
26.74809619,81.54809619,176.7007446,-61.74703598
27.10881764,63.45190381,40.95750427,-67.52621078
27.10881764,63.03106212,39.88651848,-67.46418381
27.10881764,62.61022044,45.02396774,-67.43674469
27.10881764,62.18937876,48.22049332,-67.24295807
27.10881764,63.87274549,40.00239754,-67.15267181
27.10881764,65.13527054,46.029356,-67.03773499
27.10881764,65.55611222,47.1680603,-66.84864426
27.10881764,64.71442886,43.50411034,-66.66091156
27.10881764,65.97695391,45.73903275,-66.5878067
27.10881764,64.29358717,37.04444695,-66.48422241
27.10881764,66.39779559,46.55726814,-66.27936172
27.10881764,66.81863727,48.19121552,-65.91100311
27.10881764,72.71042084,81.49913788,-65.87525558
27.10881764,73.13126253,87.48793793,-65.81778336
27.10881764,72.28957916,75.76623917,-65.78390121
27.10881764,71.86873747,71.96510315,-65.62582779
27.10881764,73.55210421,94.38236618,-65.49040604
27.10881764,67.23947896,52.93504715,-65.48677063
27.10881764,68.50200401,62.14745522,-65.43601227
27.10881764,73.97294589,102.7011986,-65.36659241
27.10881764,71.44789579,69.23279572,-65.31607437
27.10881764,74.39378758,111.0136909,-65.29879379
27.10881764,68.92284569,63.0594101,-65.25462723
27.10881764,67.66032064,59.35315704,-65.23952866
27.10881764,68.08116232,60.86545372,-65.19386292
27.10881764,71.02705411,68.72159576,-65.1858902
27.10881764,74.81462926,120.2972183,-65.14197159
27.10881764,70.18537074,65.1974678,-65.09431839
27.10881764,69.76452906,64.72270203,-65.07256317
27.10881764,75.23547094,127.8337097,-65.05955124
27.10881764,70.60621242,67.68680573,-65.02830124
27.10881764,69.34368737,62.77301788,-64.90041351
27.10881764,75.65631263,135.5136337,-64.59221268
27.10881764,76.07715431,143.115097,-63.94148636
27.10881764,76.49799599,148.5650787,-63.44913673
27.10881764,76.91883768,157.5645142,-63.33761978
27.10881764,77.33967936,165.8296814,-62.89275551
27.10881764,77.76052104,167.2644424,-62.83156967
27.10881764,78.18136273,173.0615158,-62.26025009
27.10881764,79.02304609,184.6119003,-62.23556137
27.10881764,79.86472946,172.3484039,-62.22328186
27.10881764,78.60220441,177.5221024,-62.16169357
27.10881764,80.28557114,174.2463837,-62.11617279
27.10881764,81.12725451,178.1572952,-62.05562973
27.10881764,82.81062124,182.3373566,-61.99181557
27.10881764,82.38977956,180.2364655,-61.97110939
27.10881764,80.70641283,177.639534,-61.95749855
27.10881764,81.54809619,177.9241409,-61.95367432
27.10881764,79.44388778,179.2339325,-61.912714
27.10881764,81.96893788,178.884758,-61.65407944
27.46953908,62.61022044,46.72035217,-67.71863556
27.46953908,63.45190381,39.61573601,-67.6383667
27.46953908,63.03106212,43.69235229,-67.59784698
27.46953908,63.87274549,36.79961014,-67.56637955
27.46953908,62.18937876,49.2319355,-67.3028717
27.46953908,65.55611222,47.17037773,-67.03324127
27.46953908,64.29358717,35.31062126,-67.00732803
27.46953908,65.97695391,45.84850693,-66.7709198
27.46953908,64.71442886,43.07230377,-66.70336151
27.46953908,65.13527054,48.01041031,-66.47780228
27.46953908,66.39779559,45.4968605,-66.4317627
27.46953908,72.28957916,67.65660095,-66.16104126
27.46953908,71.86873747,64.52343369,-66.07879639
27.46953908,66.81863727,48.22719383,-66.07872391
27.46953908,71.44789579,61.22924805,-66.06044006
27.46953908,72.71042084,72.74403381,-66.05609131
27.46953908,73.13126253,78.86728668,-66.01756668
27.46953908,71.02705411,59.58217812,-65.92503357
27.46953908,70.60621242,59.45083046,-65.85998917
27.46953908,73.55210421,86.01955414,-65.73166656
27.46953908,70.18537074,58.97393799,-65.70061874
27.46953908,67.23947896,50.89532852,-65.61700821
27.46953908,68.08116232,56.28491592,-65.58336258
27.46953908,67.66032064,55.46965981,-65.58097076
27.46953908,73.97294589,93.61733246,-65.56455231
27.46953908,68.50200401,55.70492554,-65.50236511
27.46953908,75.23547094,122.9708824,-65.49419403
27.46953908,74.39378758,102.9456558,-65.39463043
27.46953908,74.81462926,112.6796379,-65.36968231
27.46953908,75.65631263,130.2661133,-65.33882523
27.46953908,69.76452906,57.04303169,-65.28612137
27.46953908,76.07715431,139.1079941,-65.14500809
27.46953908,68.92284569,54.72902298,-64.90104675
27.46953908,69.34368737,55.68741989,-64.85654831
27.46953908,76.49799599,144.9225235,-64.81713486
27.46953908,76.91883768,152.0720062,-63.92853928
27.46953908,77.33967936,159.934082,-63.60578918
27.46953908,77.76052104,166.6764145,-62.96118546
27.46953908,78.18136273,169.738205,-62.92956543
27.46953908,78.60220441,177.7346268,-62.78733444
27.46953908,80.28557114,180.7427902,-62.32760048
27.46953908,79.44388778,188.1736221,-62.31014252
27.46953908,79.02304609,185.995018,-62.21731567
27.46953908,79.86472946,183.2584076,-62.04467964
27.46953908,81.96893788,181.860733,-62.04310989
27.46953908,81.54809619,180.6851425,-62.01372528
27.46953908,80.70641283,179.1407318,-61.88230896
27.46953908,81.12725451,180.0765457,-61.80098534
27.46953908,82.38977956,183.5463791,-61.66150093
27.46953908,82.81062124,187.5852432,-61.56621361
27.83026052,62.61022044,46.00442123,-67.80002594
27.83026052,63.03106212,42.62178612,-67.72639084
27.83026052,63.45190381,39.66670036,-67.71669006
27.83026052,63.87274549,34.8111496,-67.62254334
27.83026052,64.29358717,38.41026306,-67.37318802
27.83026052,62.18937876,48.52542877,-67.24832916
27.83026052,64.71442886,44.36263466,-66.84263229
27.83026052,65.55611222,47.20570946,-66.71752167
27.83026052,71.44789579,54.37959671,-66.6649704
27.83026052,72.28957916,59.76707459,-66.64777374
